Akaba atasobora kwetantara kuseka.	She couldn't help laughing.
Atalibazibwe omubaz gunu omu mulingo ogutakukira kukanya.	She experienced a rare side effect from the vaccine.
Omuteezi w'endere ateera obuzina burukuheheera , ouruuhumu za arukuhuliriza	The flutist plays soft melodies that calm the listener.
Emirimo eyengaro eyobuzaliranwa etundwa omwihanga lyona.	Traditional crafts are sold in markets across the country.
kwolekera ebintu hamu kirungi muno kukira kwoleka oli omu toba nokweralikiirra kwiingi	Presenting together is so much better than presenting alone—less pressure.
Buli nyerukyo nsoma ekicweka mubyahandikiirwe nta kakozire ekintu kyoona.	I meditate on a passage of scripture each morning before i do anything else.
Twine kinu ekihuro k'yeka eky'ongiziibweyo haidaara elindi.	We have this one family recipe that's been passed down for four generations.
Munywani wange obwaka ali mukasumi kokufa nkamusomera Zabuli 23 nawe yabubuuta omumatama.	When my friend was dying, I read her 23rd Psalm-she mouthed the words with me.
Atakainukire omukazi, akakora omumulimo ogw'okuhurrangana kumara emyaka atakainukire.	She had been working in the telecommunications industry for years before she retired.
Kakuba twanguura ebisasiro, ntusobora kulinda ebyobuhangwa.	If we recycle our waste, we can conserve natural resources.
kiki ekyorukukora kweyemerezaho	What do you do for a living?
Ngonza muno ngu oruhumuro raitu nirurugirra hamboneka yomwezi-eki kitwijukya empinduka yobusumi.	I love that our holidays are tied to the moon-they remind us of the cycles and seasons.
Ebyafaayo eby'Obukama byalindwaga abebyafaayo abomu kikaali.	Royal histories were preserved by court historians.
Obworaba Oli hagati nahagati yekicweka ekiingaine , lkara nosoma tukuli kumalirra kworuganikyo.	If you're in the middle of hard chapter , keep reading - it's not the end of the story.
Ebintu ebirungi muno ebyabantu baingi biba ebi nabere buli muntu weena ayeherayo kimu nage goona.	The best group projects happen when everyone plays to their strengths.
nayetwaza nkanyira	She takes after her mother.
Haloho omulingo ogwokweralikiirra ogwenbaganiza obwotasobora kuzoora ebisumuruzo byawe kandi okererirwe.	There's a special kind of panic when you can't find your keys and you're already late.
Omugezi gukasiisa entindo n'enguudo, abantu bahara mubyaaro baaburwa hokuraba.	The flood destroyed bridges and roads, cutting off access to remote villages.
werinde otehutaaza	Be careful, don't hurt yourself.
Momka owunasomere nawe akanyegesa anti-okuculeera nukwo kusaba okuhulirwa muno.	The monk is studied with taught me that silence i the loudest prayer.
Gavumenti etairemu amaani ebyokubyarrana emiti n'ebimera ebindi nukwo eyongere ebyobuhangwa mw'itaka hamu n'entaahya.	The government is promoting agroforestry to restore degraded land and provide income.
Tubatamu ekitinisa abafu, obutubaijuka omukusaba kwaitu.	We honor the dead by remembering them in our prayers.
Ekisembo kikaba kitaserirwe muno baitu kyali kiri kyonyi ekinali ningonza bwiire obu.	The gift wasn't expensive , but it came exactly what i needed at that moment.
akagenda nabaryaribe kugura ebintu	She went shopping with her friends.
Ekiro kyaijo omuntu mukuru abazaho amacwacwa agawakama nag'empisi.	The elder told the story of the trickster hare and the hyena yesterday.
Nsemerire kukebera puresa hanyuma y'obwireki.	How often should I have my blood pressure checked?
Ebirika ebinyakwagire bigera mpora mpora nibisisimuka harusozi nibyekuba n'omubihanga.	The glacier moves slowly down the mountain, carving the valley as it goes.
Kakuba atarantwalire hansi yipapaiye hamwulimo gwange agwokubanza , nakubaire nyinikireyo omumwezi.	If she hadn't taken me under her wings at my first job , i would have quit within a month.
Mazire kwega nti okusiima tikuli habwebi ebyoina baitu nkoku orukorora.	I've learned that gratitude isn't about what we have-it's about how you see.
Obukama bwa Bunyoro bukaragaanwa okuhingura ha mitaano yabwo.	The Bunyoro kingdom's influence extended beyond it's borders.
Obujanjabi nibuhebwa kusigikirra ha murwaire.	The treatment is tailored to the individual patient.
Obujanjabi nigukozesibwa kusigikikirra ha bwetaagwa bw'omurwaire.	The treatment can be tailored to individual patient needs.
Obunabandize kusiiba Ramadan , nubwo nayetegeruze enjara nokusemererwa nkokubiri.	The first time l fasted for Ramadan , l learned what hunger really feels like and gratitude too.
Omukama nuwe yacwaga emisango y'obukama.	The Omukama presided over the royal court.
Omurundi gw'okubanza ogunamwegeriire hanyuma y'okwahukana, nkabamanyire nonyija kuba kurungi.	The first time I smile after the breakup, I knew I was going to be okay.
Ebyokutera akaruuru bikakanya omumyaka eya 1950's.	The push for elections grew in the 1950's.
ninyijuka oku nimbungayo obunkaba nkyali muto	I remember visiting that place as a child.
Ekka erinzire emirwa eyaira mu mpinduka -hinduka.	The family has kept the old traditions through many changes.
akaikarra nasoma kumara esaaha ryingi	She sat reading for hours.
Munywani wange nfenanfe musiramu,nyowe ndi mukristo-tweyegeraho ngana buli kasumi.	My best friend is Muslim, and I'm christian-we learnfrom each other all time.
Kuruga nzaarwa ise nyowe abaire nanyegesa okubaija.	My father had been teaching me to carve wood since I was a boy.
Okwetwe wmirundi etaano kuganda kusaba buli kiro ,nyowe kimpa obusiinge.	The call to prayer echoes through our city five times - i find it comforting.
Abasungi nibasaba kubagarukira mu hanyuma, yokuzaana okurukuhuniriza.	The crowd is shouting for an encore after the amazing performance.
Emikorre eyendema eyamatwale neganyira abamu abandi nebaleka.	Colonial policies favored some groups over others.
obwaara bwenkoko bswetutirire hamu mumapapa	The chicks huddled together under the hen's warm feathers.
akanyonyi rwecolya kakombeka ekiju	The grebe built a floating nest anchored to the reeds.
bakampa omulimo	They offered me the job.
kadoima eyetuuzo ekalya amababi kuhikya obuyanyesire rukora ekyesweeko kyaayo	The caterpillar ate leaves until it was fat enough to make a cocoon.
Akaba nayahura sente zokugura itaka lindi.	She had been saving money to buy more land.
Kiro kyaijo, nkakingaho akawunti yange eyokwahura omu banka.	I closed my savings account at the bank yesterday.
Abakoromoijo balinzire engeso eyokuliisa ente.	The Karamojong people maintian traditional pastoralist lifestyles.
Omukasumi kokulemezi, nyeta amabara gaabo abambadize.	In times of trouble, i call on the names of those who came before me.
Omurundi gw'okubanza ogunaroleezeeho enazi, kikamatiza ngu majiki.	The first time i tasted fresh coconut , l was convinced it was magic.
ekinyoyiruraiha maguru kiikombeka ekujukirooto haruguru yekiseke kyomwikika	The stork built a large nest on top of the chimney.
Ekyooya ekyomusisa kuruga hansi ye'nyanga ,kukaita erucu nyingi ,kyagarukirizo entaahya ya buli kiro.	The government will establish early warning systems for natural disasters.
Ekiro ekyaijo omwigi wenjura akakoraomurwa, okunaga enjura erukwijuza ebyambu na maziba.	The rainmaker performed the ritual to bring the rain that would fill the wells yesterday.
Embeho empyaka ezomumwanya ezirukkingira okwokya kw'izooba hansi; nizija kukonyera kulinda ebimera nebyobuhangwa bitasisikaire.	The new greenhouse will protect plants from harsh weather.
Kumara emyaka nyingi , nyinenkuru nyowe abaire natwegesa amagezi nakozesa enfumo.	My grandmother had been telling the same proverbs to teach us wisdom for years.
Kiro kyaijo omuntu mukuru ahairege oruugisa obuswezi bwa bagole abato.	The elder blessed the marriage of the young couple yesterday.
Ebizina ebinyakukiza, nyina nyowe abinyegeseze kumara emyaka nyingi.	My mother had been teaching me the healing songs for many years.
Ntakakozire encwamunungi yoona, mbaza kusaba okuhaburwa kuruga hali baisenkuru nyowe.	Before important decisions , l ask for guidance from my ancestors
eryomumaizi ruleju rwantale kukangaruza omupiira nenyindo yakyo hamwoleko gwencu kalindirwa mubicupa	The sea lion balanced a ball on its nose at the aquarium show.
Omufumu kiro kyaijo akozesezeege ehihama n'ebikoora okukora omubazi.	The healer used roots and leaves to make medicine yesterday.
Kakuba twayombekere kara ebihanda bye'nyamaiswa, ebisoro biba rubifuruka bitaina kabi.	If we had built the wildlife corridor earlier, the animals would have been able to migrate safely
LRA ekanyaga abaana abato yabata omubusurukale.	The LRA abducted children to serve as soldiers.
Omurwaire nagarukwamu amaani mpora mpora.	The patient's energy levels are improving slowly.
Orukarra orungumya nkaruhanika hakipande kandi nindurora buli kiro.	I framed my confirmation verse and hung it where I see it everyday.
obworaba otarukweega buli nolinda bulinda kwonka baitu omanye oine obwomeezi bukekwomeera	If you're not learning, you're just waiting—and life's too short for that.
Amazarwa ga kristo nuko kasumi kange kokusemererwa, obutaara, ebizina nokunihira.	Christmas is my favorite time of year-the lights, the music, the feeling of hope.
ekinyonyi rwomubutagasi nyarukira omusuti gwaakyo kugenda gukisusirfe	The tropicbird's long tail feathers streamed behind it like ribbons.
Ekinaga nyinenkuru itwe owakabiri yacumbiramuga ekka ekirinzire.	The family has kept the old cooking pot that belonged to our great-grandmother.
omusaija takabyaraga nsimbi habutendebeki atakozire okuseruliza	He has never made a risky investment without research.
omurundi gwange gwokubanza kusoma ekitabu nakamara gasoma busoma hatali habwa lsomero bantu buli kintu ryoona kikahinduka	The first time I read a book for fun instead of for school, everything changed.
Tutaho ebyakyo bya rosa habituro habwokuba oburungi nibusemerra kwikara nabo.	We scatter rose petals on the graves because beauty should remain with them.
Nkatunga kwolekwa ngu abantu nibaija kufa kandi kyahika kyabaho-tinkakyetegerezaga nahati.	I've had premonitions of death that later came true-I still don't underdstand it.
Obukama bwa Tooro bwetaba omubijaguzo ebya Uganda ebyobusi-bwensi.	The Tooro kingdom participates in Uganda's cultural festivals.
Nkeega omulingo ogugumire ngu tibali boona abakusekera ngu banywani baawe.	I learned the hard way that not everyone who smiles at you is your friend.
Bbaasi y'okumalira ekatusiga nahabweeki tukaba twina kusaba abanyambabazi okututwara ho kugaruka omu kibuga.	We missed the last bus and had to hitchhike back to town.
Kuruga ndi mwisiki muto, nyina nyowe abaire nanyegesa amazina agabantu baitu.	My mother had been teaching me the dances of our people since I could walk.
Kalitango y'okubyaara emiti ehindwire itaka erya lisisikaire lyafooka ekibira.	The afforestation program has transformed degraded land into productive forest.
enjangu ebyamire muntebe yebisago omurundi gundi	The cat is sleeping on the sofa again.
Oratalibanizibweho oburwaire bw'esagama kwekwata omu binywa.	Do you have any history of blood clots?
kizaaza mirimo naaka endamuzaaye hali bakasiga ensimbi	The entrepreneur is pitching her idea to investors.
kampuni nekozesa kurungi omutemwa gwokukoseza	The company is managing its working capital carefully.
Abebyafaayo bakozesa endugirro nyingi kugumya ebyabaireho.	Historians use multiple sources to reconstruct the past.
kakuba twemanyiiza kulima ntuhindura embibo itaka ninikarwamu orwezo kumara obwire bwingiho	If we practice crop rotation, the soil will remain fertile for longer.
Orakwasirweho oburwaire obw'amaani oburukwetaagisa kukuteeka ha kitabu?	Have you ever had a serious illness requiring hospitalization?
Ebikwato ebyamabale ebirukusangwa omu Karamoja byemyaka obukaikuru n'obukaikuru.	Stone tools found in Karamoja date back to millions of years.
abaana nibakora ekisisari ekyokurorraho kyenju yokuzaniramu emizaano yokwimukiramu no muziindaro ekiro mu rubuga rwoona	The children are building a model of the theater out of cardboard.
Ninyikra kimu KURUNGI AKAIKARO ha naterebukire omu KIKUUBO naseesa ebyokulya BYANGE ebya EKYANYAMUSANA byona byararaanga hansi.	I remember the exact spot in the hallway where I tripped and spilled my lunch everywhere.
Obunahikize emyaka ikumi n'etaano nkatendekwa ebyabaisenkurutwe- eki kikanteraniza nabaisenkurustwe ababaireho nyowentakabaireho.	I was initiated into ancestral traditions when l was fifteen it connected me to generations before me.
Ebirimwa bitalibanizibwe muno obwire bw'ekyanda.	The crop has been affected by the dry spell.
omukazi akaba nakora omukitongole ekitendeki kumara emyaka atakabaire omwolekya.	She had been working in the training department for years before she became director.
Obuguuda bwihanga n'ubuteberizibwa okwehugura okugwa	The economy is projected to avoid recession.
Ekaali ekya Bunyoro kikombekwa buhyaka.	The Bunyoro royal palace at Hoima was rebuilt.
Ekihooya ky'omurwaire kikizire kitalibaniize?	The patient's wound is healing without complications.
omutekaruza webisisaru bya harutumbi asingire ekisembo kyekihandiiko ekurugambaho ekisaaru	The filmmaker has won an award for her documentary about the river.
Ekiro twagendiiremu munju taitu eyerukusinga enju zoona , tukaba tutaine kintu kyona oihire ho omufaliso n'okunihira kwingi.	The day we moved into our first apartment , we had nothing but a mattress and a lot of hope
Wakakeberwamuga oburwaire bw'ekifuba.	Have you ever had a positive tuberculosis test.
Kurugahali omukaikuru muno owa hakyalo kyaitu, nuwe owause nyowe abaire nayegeraho ebizina ebyaira.	My cousin had been learning the ancient songs from the oldest woman in the village.
Omurwaire naagenda naasoborokerwa omu kurubata n'omubazi.	The patient's range of motion is increasing with physical therapy.
Omukazi abaire nakora omuby'ensimbi kumara amakuminamakumi ag'emyaka atakainukire.	She had been working in the finance industry for decades before she retired.
Nkatwara obutendebeki obwantinisiza , kandi kikasasura mumiringo eintalinihiririremu.	I took a risk that terrified me , and it paid off in ways l never imagined.
Akasangwa aine oburwaire bw'obujwahi obutarukukira obu baamukebiire.	She was diagnosed with chronic fatigue syndrome
Nkega ngu KUGIRA EMBABAZI nurwo ORULIMI omuntu weena asobora kwetegereza eitarukwetaagisa kusomesibwa omu kilasi rundi omukitebe.	I learned that kindness is a language everyone understands—no classroom required.
Okwukiririza kwange kudabize omubusumi obwomwirima.	I respect people of all faiths because i believe God is bigger than any one religion.
nkatunga omusaaara gwange hampero yomwezi oguhoire	I received my salary at the end of last month.
Haloho ekinyonyi ekizina aheeru yidirisa lyange habwiire bwenyini bumu buli nyenkyakara.	There's a bird that sings outside my window at exactly the same time every morning.
Abakaiso aba Uganda bakaitwa habwokuragira okw Kabaka Mwanga.	The Uganda Martyrs were killed on orders of Kabaka Mwanga.
Akati ko wekidongo nya rudingidi ,na kahurutura hagati yo'buwaya, nkeyoya kirukutwaarwa muyaga.	The violinist's bow dances across the strings like a feather on the wind.
hakumaliirra rwekyaasa kinu twaaba tumazire kukechya orwooya orubi rugenda mu mwaanya nobucweeka makumi ataano ha kirumi	By the end of the decade, we will have reduced carbon emissions by fifty percent.
Maau wange akamara ebiro bisatu naacum bira kujaguza, kandi bikahweraho musaaha.	My mother spent three days cooking for the celebration , and it was all gone in hours.
muhara wange anyegesa ebya habyoma bya kalimagezi kandi nanyowe mwegesa ebirukukwataho ebyobwomezi bwa buli kiro oku nukwo kwigana igana	My daughter teaches me about technology; I teach her about life—fair trade.
Buli mwaka orubuga rwona rweteraniza habwomukoro gwamagesa.	Every year , the whole town gathers for the harvest festival.
Emiriire yaawe ayabulikiro neeha?	What's your typical diet like?
Isenyow atagamba 'Ninkugonza ' muno , baitu yakyolekaga buli kiro.	My father never said 'i love you ' much , but he showed it every single day.
Kakuba nabungire hoona nakubaire mbungire ebicweka baisenkuru nambere barugire.	If l could travel anywhere, l,d visit the place,s my grandparents came from.
Buli magesa ekyono kikorra abasenkuru itwe abaira obugenyi.	The village has always honored the ancestors with a feast at harvest time.
Omurundi gwokubanza obunakwasire omukono gwomuntu arukufa nkahura naturabamu.	The first time I held a dying person's hand, i felt something sacred pass between us.
Ekihumuro ky'okubanza ntali nawe nkehurra kubi, nka ajwaire enkaito kabaliga.	The first holiday without him felt wrong, like wearing shoes on the wrong feet.
Obukama bwa Tooro butwara muno omumaiso emigaso yaira.	The Tooro kingdom promotes traditional values.
Omunganikyo ezaira habamu enfumu enfumu hamu n'ebikoikyo.	Oral tradition includes proverbs and riddles.
Omusaija aoliire ibara abaanabe	He has built a legacy for his children.
Abakwenda be njiri bakahindura Baibuli omundimi enzaarwa.	Missionaries translated the Bible into local languages.
ebyokulya nitekanizibwa omumbi atendekerwe	The food is being prepared by the chef.
Tukaba twine hamster yekitebe eyatorokere omurundi gumu tukasizoora hanyuma yebiro bisatu omwindiro yebirukukozesibwa.	We had a class pet hamster that escaped once - we found it three days later in the supply closet.
Omulimo agwa buli omu yanihiraga kulima ,gukatookaa omulimo ogukyakizire kuba gurungi.	The project that everyone thought would fail ended up being the company's biggest success.
Okira kutalibanizwaba okweralikirra n'okutateekaana.	How often do you feel anxious or depressed?
akahambiniza kusasura ekyekiro	He insisted on paying for dinner.
Ekiro twajwaliremu, tukaikarra ha rusu twabaza mpaka nyenkyakara.	The night we graduated , we sat on the roof and talked until sunrise.
Abaana nibahuliriza okutebya kwa nyamankogoto kalimagezi.	The children are listening to the tale of the wise tortoise.
Nkyaine akatabu ak'omukitebe kya ekinakirayoga kugonza - tinsobora kweretereza kukanaga.	I still have the text book from my favorite class- l cant bring myself to throw it.
Itaka balihumwizeho nukwo ligarukwemu orwezo.	The land has been fallowed to restore fertility.
Ekitebe omu Uganda ekyabafumu ebenzaarwa kitumbura obuginga bunu.	The Uganda Traditional Healers Association promotes the profession.
abasayansa obu babaire nibecurrutiriza habiirika ebirukwaaga bikagera nubwo batumbwiire akahuka ararukulindirwa mu butuki	The scientists were studying glacier melt when they discovered ancient bacteria preserved in the ice.
ebirimwa ebinyakuswekerra randi bikongera bikata ekirisa omu itaka bita nebeho emungi eyibeta nitrogini omwi itaka eyekonyera muuno ebimera kukura kurungi	Cover crops fix nitrogen in the soil.
Itwe twohoza ensimbi ezitaina magoba.	We offer financing with zero interest for six months.
kakuba oikarra enyuma yabandi haiha osobora kurabibwaho buli kintu ryoona	If you sit in the back, you can get away with almost anything—almost.
enyanja enywa obucweeka nka makumu asatu obworwooya rwabantu baturukya	The ocean absorbs about thirty percent of the carbon dioxide we produce.
akahumizi kakasumuuka hansi kakwaata embeba nebinono byaako	The hawk swooped down and caught a mouse in its talons.
Abaana babataahi nanye twazanaga bwiso kuhika ebitaara bya hamuhanda byakire.	The neighborhood kids and l would play hide-and -seek until the streetlight came on.
Oburorwaho bw'omurwaire nubwo omuswija, kukorra nokulemererwa kwikya.	The symptoms include fever, cough, and shortness of breath.
obu orukwemera ha nengo yorusozi okarora ifo yarwo nohuurra waganza okurutemba	The view from the top of the mountain made the entire grueling hike worthwhile.
Enkoko nirindirwa omukiju akabaikara nibahimba -himba kuruga hamu na hali.	The chickens are being kept in a mobile coop.
Abakazi abato nibeega amazina aganyakuzinwa hakugabura.	The young women are learning the dances that are performed at the wedding.
Nitwija kuruka muhara waitu, ibara ly'omuzimu ogunyakulinda ekyambu.	We will name our daughter after the spirit that watches over the river.
Okutemba kwemihendo nikunihirwa kutekaana	The inflation rate is expected to moderate.
Tindikwenda bulimuntu aikirize ekindunkwikiriza, ekindukwenda nukwo buli mutnu abe wembabazi.	I don't need everyone to believe what I believe-I just need everyone to be kind.
Kakuba okuhurra oeratikirure, karra oculeere , oteho mutima akwikya kwawe, okunakwo kusaba.	If you're feeling anxious , try sitting quietly and focusing on your breath-its a form of prayer.
Kumara emyaka nyingi isenkuru nyowe abaire nanyegesa ebirukukwataho oruganda rwaitu.	My grandfather had been keeping the history of the kingdom in his memory for many years.
oine batobaweboona	Do you have any siblings?
Obugenyi obukooto nubwo turukwija kutaho okujaguza amazaarwa g'omwana waitu omuzigaijo.	We will celebrate the birth of our first child with a big ceremony.
Kugararwaho kwebibira kugarwire emiringo y'ebinyonyi ebyali bitarukurorwa kumara enkumi z'emyaaka.	The reforestation projection has brought back bird species that had not been seen for decades.
Otayebwa kukinga orwigi.	Don't forget to lock the door.
Obujanjabi nibusagikwa ekitongole ekitongole ekirujanjaba abantu b'emyaka 65 rundi abaana abaine obulema.	The treatment is covered by Medicare.
Abe byobulemi batairemu amaani ebyomutindo gwokulinda ebyorwoya orubi mubihangirwe.	If the authorities had enforced emission standards ,the air quality would be better now
akansikiiriza okogenda okwehuuba ha mwehuuka ogurahire muno ekintu ekyali nik ikirayo oknisa n'okumeseza ekinkaba nabarora	She convinced me to go skydiving, and it was the most terrifying and exhilarating thing I've ever done.
Akaba nalinda enkoko obwakaba atakatandiikire irisiso ly'embuzi.	She had been raising chickens before she started a goat farm.
itwe twikiriza ekintu kukigarra obukisangwa kisikaire	We accept returns if the product is defective.
Kukuba ngarukayo nkagambira muto wange nyowe ekintu.	I f I could go back and tell my younger self one thing, it would be: "This too shall pass."
Nkasasura ibanja lya masanyarazi ekiro kyaijo.	I paid my electricity bill yesterday.
Engamikyo eziganikibwa hakyoto mukaikiriza niyo mitwalize yotwalize yokuhikya ebyafayo byaitu.	The stories told around the fire at night are how we pass down our history.
NInyijuka ekintu ekiyangambiire hakumalirra, "Ninkugonza kandi ninkwesimisa.	I remember the last thing she said to me: "I love you, and I'm proud of you."
omukazi asabire okwohoza ibanja hyobusubuzi	She has applied for a business loan.
Akatale /empinga kyamukaaga byenkyakara nubwo abantu boona baija butunu.	The market on Saturday mornings is where the whole community comes alive.
Kakuba oyehurra kubi elekere aho naho okukozesa oubazi.	If you experience any severe side effects, stop taking the medication immediately.
Ogemerwe oburwaire bw'ekihinzi.	Have you been vaccinated against influenza this year?
Mbaire ninzigirra kandi nimpura ninyenda kutanaka nyekya yoona.	I've been feeling dizzy and nauseous all morning.
kiro kyaijo nkasasura ensimbi eza buli mwaka ezikiragiro.	I paid my annual subscription yesterday.
omurwaire asindikirwe omukasiika kabarwaire abali kubi muno.	The patient is being transferred to the intensive care unit.
Enyaanja enyo nesiiswa amaazi ,amabi agaru kwookya (ACIDI) obwerukuba n'etaahya orwabantu baturukya kuruga mu mwaanya.	The ocean is becoming more acidic as it absorbs carbon dioxide from the atmosphere .
Itwe turamukya-ngana nkemirwa okweri kwoleka-ngana ekitinisa	We greet each other with the traditional greeting that shows respect.
Kuruga enyuma oku nambere omuntu atarukusobora okwijuka ekka yaitu ehondiire emigenzo niyo emu.	Our family has followed the same customs for as long as anyone can remember.
Abacwezi obundi nobundi basobororwa nkabaruhanga.	The Bachwezi are sometimes described as semi-divine beings.
Iraka lya nyin nyowe niryo liru kusinga yo kuba lirungi munsi yoona.	My mother 's laugh is the most contagious sound in the world.
Nyine ekirooto kinu ekyokukinguraho isomero litaito omukibuga kyowaitu kiro kimu.	I have this vision of opening a small school in my hometown someday.
Obu orahurraga amasu, gendaga omu katale akacamukiriire-orayetororwaga obwomeezi.	If you ever feel alone, just go to a busy market-you'll be surrounded by life.
Okusendwa kwitaka kukekeze ebiriisa muitaka , n'entaahya y,omulimi.	The soli erosion has been reducing the lands productivity and farmer incomes.
Ekiro kyaijo nkasasura na kaada y'ensimbi kompyuta eya habibero.	I paid for my new laptop with a credit card yesterday.
Omulimo nunu obuguraahwa turaaba tumazire kutendeka ensingaanto kikumi bitaano, ha miringo y'okugarraho ebitwehinguliriize.	By the end of this project, we will have trained five hundred youth in the environmental restoration techniques.
enyolya emezire amaguru yatooka	The tadpole grew legs and turned into a frog.
Ndengaho kuroora Ruhanga mubuli muntu weena, kinkonyera kuhindura nkoku ntwaaza abantu.	I try to see God in everyone I meet-it changes how I treat them.
Ninyijuka omwaka isento nyowe obuyakwasinwe oburo obwire butakahikire humbi kandi nkaferwa okubara.	I remember the year my uncle fell asleep before midnight and missed the countdown entirely.
ninkutarukya habwomulimo omuhyaka	Congratulations on your new job!
maguru rwenyuma ekedibika hansi munyanja kukwaata encu	The diver plunged deep into the lake to catch a fish.
nimpurra ningonza kugenda kuziha	I feel like going for a swim.
Nkahurra okubaho kwaisenyowe hakuswera kusange nobwakaba ataroho, baitu akabbaho.	I felt my father's presence at my wedding - he wasn't there , but he was there.
Ndaasimaga bataahi bange abaayemeire naanye obu nali ninjwe kwa amaatu g'embuzi.	I'll always be grateful to the colleague who stood up for me when l was being unfairly blamed.
Abasuhuki bakaruga Congo baija Uganda.	Refugees from Congo arrived in Uganda.
abazini bataaha nibarabamu enkuratana emu kumara esaaha nyingiho batakagihikire	The dancers had been practicing the same sequence for hours before they got it right.
omwengoma nalinda obwiire bumu no wekigoma nyamugundu	The drummer keeps time with the bass player in the band.
Izooba liheereza amaani ekimera kukora ebyokulya byookyo kyoonka.	The sun provides energy for all life on earth through photosynthesis.
niba cika hambshirra eyomwaka ogurukwija	They are discussing the budget for next year.
nibaya kutandikisa ekintu ekihyaka mumwezi ogurukwija	They will launch a new product next month.
nindiobora kwebwa ekiro kinarabireho ekirengo kyokuvuga motoka nkamanyira kimu nti nkaba nfozere wobugabe	I'II never forget the day l passed my driving test freedom at last
Ekiro kyaijo nkaiha ensimbi akawuunti ( enkondo ) yange kabyara habwokusasurraho	I withdrew money from my investment account for a down payment yesterday.
Obumba ndi mukweralikirra,nyegambira, "Leka kutiina"-emirundi nyingi kuhikya obunkwikiriza.	When I'm anxious, I repeat, "Do not be afraid"-over and over until I believe it.
ekiro ekyaijo ntunzirege ebimu habintu ebihangazi nukwo ngalihya omuganda	I sold some real estate to diversify my portfolio yesterday.
omwaanya gwokulindiramu ebyobuhangwa gwongiirwemu ebikuya byo munsozi	The conservation area has increased the population of mountain gorillas.
Kadingisa erukwija kujwarwa omuzini kumara emyaka isentonyowe abaire nagikora.	My uncle had been carving the mask that will be worn by the dancer for years.
kikanyetagisa kufuura ebibanyegeseze hali Ruhanga nukwo nyetegereze Ruhanga.	I had to unlearn a lot of what I was taught about God to find God.
Emirimo eyengaro n'ekyakorwa nagunugujwa.	Traditional crafts continue to be practiced today.
Turamukyangana namakune nokukwangana omungaro.	We greet each other with a handshake and a kind word.
Obwiire nyakiyaga bukaleeta omuyaga ogutakabahoga oguwaleesie okusisikalirwo mu bicweeka ebigalituire.	The hurricane season brought record-breaking storms ,causing widespread devastation.
Orakebiirweeho sukaali?	Have you ever been tested for diabetes?
Esuura eyegumangaine eyobwomeezi bwange niyo yankozire nkoku ndi hati.	That difficult chapter of my life made me who l am today.
Akasaba kuganyirwa habwokutulindisa.	He apologized for having kept us waiting.
Tikirikwetagisa kwikiriza ediini yange kuba munywani wange, kwihaho oine kuba muntu murungi.	You don't have to share my faith to be my frirnd-you just have to be a good human.
Abazini bamazina bataaha nibateekaniza nkoku amazima garakuratana ha rutuuti, kumara sabiiti nyingiho batakegeseze abekitebe.	The dancers had been choreographing the routine for weeks before they taught it to the group.
Nkagambira Ruhanga nkoku nkaba ntakananukire nkoku aroho, omumulingo ogundi ago gakaba mananu okukira obundi.	I told God I wasn't sure he existed-and somehow, that prayer felt more honest than any before.
Nyinenkuru nyowe aganikize enganikyo nizo okutwegesa amasomo kumara emyaka.	My grandmother had been telling the same stories to teach us the same lessons for years.
Tukaikarra omu masirimuka ga buturuka izooba bwa Asia kumara emyezi mukaaga tutaine kantu koona baitu obusahu bwaitu bw'omumugongo nekirooto.	We backed through Southeast Asia for six months with nothing but our backpacks and a dream.
Ekikaaro ekyenkurato ekihyaka , nambere tusobora kwesoroleza okujaguza, ekyaro bakyombekere.	Our village has built a new meeting place where we can come together to celebrate.
Abantu batandikireho enteekaniza y'okwemanyiiza kukoragana nempinkukahinduka y'obwire.	The community is developing a climate adaptation plan to deal with changing weather patterns.
Kuhingurwaho kutijukya ngu obugabe nibusoboka-kumanya eki nikimpa okunihira.	Passover reminds us that freedom is possible-that story gives me hope.
Omuraire bamuhairege ekitabu omu irwarro ijo ekiro.	The patient was admitted to the hospital last night.
nyowe nenganjani zange nkoku twasomere titukira kubaza buli kasumi baitu obututanganatangana titukaruga hooga ngana nakake koonka	My school friends and I don't talk every day, but when we do, it's like no time passed.
Obujunanizibwa bw'Omukama habamuga nemigenzo yediini.	The Omukama's role included religious functions.
omuteezi wenanga amiga amapeesa hagati yenanga enkooto nentaito nerundi katahyaamu masanyarazi	The keyboardist switches between organ, piano, and synth sounds.
Omusaija abyairege ensimbi omukyana kya kampuni enkooto	He has invested in a franchise business.
Omukazi naiha ebihimba omu musiri gwe.	She is harvesting beans from her garden.
Kabaka akafooka mwebembezi wa Uganda owokubanza.	The Kabaka became the first President of Uganda.
Mpayo kimukyaikumi kuruga hantahya yange habwokuba nyikiriza kururra ayabimpaire.	I tithe ten percent of my income because I believe is giving back.
omusaija abyaire mukampuni empyaka erukukora kurungi.	He has invested in a startup that is doing well.
buli saaaha yooona eyomu kilasi /kitebe kyona eteera namaani obu muba mulindiriire ekidde kugamba	The clock in every classroom ticks so loudly when you're waiting for the bell.
Ekitebe yabemizaano ya harutuutu baina entekaniza enyakurumu emizaano , amazina n'ebizina.	The new theater will have a program that includes plays, dance, and music.
akakorwa gakemereza amaguru abiri agenyuma kulengera abanyanzigwa baako	The meerkat stood on its hind legs to look for predators.
